generation,stra.1,stra.15,stra.71,stra.138,stra.195,stra.197,stra.229,stra.233,stra.237,stra.257
9432,0,0,0,5.54E-17,0,0,1.02E-36,4.94066e-324,8.36E-05,0.901878
9433,0,0,0,2.38E-17,0,0,4.48E-37,4.94066e-324,8.34E-05,0.901999
9434,0,0,0,1.02E-17,0,0,1.97E-37,4.94066e-324,8.32E-05,0.902051
9435,0,0,0,4.36E-18,0,0,8.63E-38,4.94066e-324,8.31E-05,0.902063
9436,0,0,0,1.87E-18,0,0,3.79E-38,4.94066e-324,8.29E-05,0.902052
9437,0,0,0,8.01E-19,0,0,1.66E-38,4.94066e-324,8.27E-05,0.902027
9438,0,0,0,3.43E-19,0,0,7.28E-39,4.94066e-324,8.24E-05,0.90118
9439,0,0,0,1.47E-19,0,0,3.20E-39,4.94066e-324,8.22E-05,0.901141
9440,0,0,0,6.30E-20,0,0,1.40E-39,4.94066e-324,8.20E-05,0.9011
9441,0,0,0,2.70E-20,0,0,6.16E-40,4.94066e-324,8.19E-05,0.901056
9442,0,0,0,1.16E-20,0,0,2.70E-40,4.94066e-324,8.17E-05,0.901012
9443,0,0,0,4.96E-21,0,0,1.19E-40,4.94066e-324,8.15E-05,0.900967
9444,0,0,0,2.13E-21,0,0,5.21E-41,4.94066e-324,8.13E-05,0.900921
9445,0,0,0,9.12E-22,0,0,2.29E-41,4.94066e-324,8.12E-05,0.900876
9446,0,0,0,3.91E-22,0,0,1.00E-41,4.94066e-324,8.10E-05,0.900829
9447,0,0,0,1.68E-22,0,0,4.41E-42,4.94066e-324,8.08E-05,0.900783
9448,0,0,0,7.18E-23,0,0,1.93E-42,4.94066e-324,8.05E-05,0.90035
9449,0,0,0,3.08E-23,0,0,8.45E-43,4.94066e-324,8.03E-05,0.900557
9450,0,0,0,1.32E-23,0,0,3.71E-43,4.94066e-324,8.01E-05,0.900661
9451,0,0,0,5.67E-24,0,0,1.63E-43,4.94066e-324,7.99E-05,0.900705
9452,0,0,0,2.43E-24,0,0,7.14E-44,4.94066e-324,7.97E-05,0.900712
9453,0,0,0,1.04E-24,0,0,3.14E-44,4.94066e-324,7.96E-05,0.900697
9454,0,0,0,4.47E-25,0,0,1.38E-44,4.94066e-324,7.94E-05,0.90067
9455,0,0,0,1.91E-25,0,0,6.04E-45,4.94066e-324,7.92E-05,0.900634
9456,0,0,0,8.21E-26,0,0,2.65E-45,4.94066e-324,7.91E-05,0.900594
9457,0,0,0,3.52E-26,0,0,1.17E-45,4.94066e-324,7.89E-05,0.900551
9458,0,0,0,1.51E-26,0,0,5.12E-46,4.94066e-324,7.87E-05,0.900507
9459,0,0,0,6.47E-27,0,0,2.25E-46,4.94066e-324,7.86E-05,0.900461
9460,0,0,0,2.77E-27,0,0,9.86E-47,4.94066e-324,7.84E-05,0.900415
9461,0,0,0,1.19E-27,0,0,4.33E-47,4.94066e-324,7.82E-05,0.900368
9462,0,0,0,5.10E-28,0,0,1.90E-47,4.94066e-324,7.81E-05,0.900321
9463,0,0,0,2.19E-28,0,0,8.35E-48,4.94066e-324,7.79E-05,0.900274
9464,0,0,0,9.37E-29,0,0,3.67E-48,4.94066e-324,7.77E-05,0.900227
9465,0,0,0,4.02E-29,0,0,1.61E-48,4.94066e-324,7.76E-05,0.90018
9466,0,0,0,1.72E-29,0,0,7.05E-49,4.94066e-324,7.73E-05,0.900028
9467,0,0,0,7.38E-30,0,0,3.10E-49,4.94066e-324,7.71E-05,0.900172
9468,0,0,0,3.16E-30,0,0,1.36E-49,4.94066e-324,7.70E-05,0.900177
9469,0,0,0,1.36E-30,0,0,5.97E-50,4.94066e-324,7.68E-05,0.900144
9470,0,0,0,5.82E-31,0,0,2.62E-50,4.94066e-324,7.67E-05,0.9001
9471,0,0,0,2.49E-31,0,0,1.15E-50,4.94066e-324,7.65E-05,0.900054
9472,0,0,0,1.07E-31,0,0,5.06E-51,4.94066e-324,7.63E-05,0.900006
9473,0,0,0,4.58E-32,0,0,2.22E-51,4.94066e-324,7.62E-05,0.899959
9474,0,0,0,1.97E-32,0,0,9.76E-52,4.94066e-324,7.60E-05,0.899911
9475,0,0,0,8.42E-33,0,0,4.27E-52,4.94066e-324,7.57E-05,0.899445
9476,0,0,0,3.61E-33,0,0,1.88E-52,4.94066e-324,7.55E-05,0.899643
9477,0,0,0,1.55E-33,0,0,8.24E-53,4.94066e-324,7.54E-05,0.899749
9478,0,0,0,6.64E-34,0,0,3.62E-53,4.94066e-324,7.52E-05,0.899797
9479,0,0,0,2.85E-34,0,0,1.59E-53,4.94066e-324,7.51E-05,0.89981
9480,0,0,0,1.22E-34,0,0,6.98E-54,4.94066e-324,7.49E-05,0.8998
9481,0,0,0,5.24E-35,0,0,3.06E-54,4.94066e-324,7.47E-05,0.899776
9482,0,0,0,2.25E-35,0,0,1.35E-54,4.94066e-324,7.46E-05,0.899743
9483,0,0,0,9.63E-36,0,0,5.91E-55,4.94066e-324,7.44E-05,0.899704
9484,0,0,0,4.13E-36,0,0,2.60E-55,4.94066e-324,7.43E-05,0.899662
9485,0,0,0,1.77E-36,0,0,1.14E-55,4.94066e-324,7.41E-05,0.899618
9486,0,0,0,7.59E-37,0,0,5.01E-56,4.94066e-324,7.40E-05,0.899572
9487,0,0,0,3.25E-37,0,0,2.20E-56,4.94066e-324,7.38E-05,0.899525
9488,0,0,0,1.40E-37,0,0,9.67E-57,4.94066e-324,7.36E-05,0.899478
9489,0,0,0,5.98E-38,0,0,4.25E-57,4.94066e-324,7.35E-05,0.89943
9490,0,0,0,2.57E-38,0,0,1.87E-57,4.94066e-324,7.33E-05,0.899383
9491,0,0,0,1.10E-38,0,0,8.20E-58,4.94066e-324,7.32E-05,0.899335
9492,0,0,0,4.72E-39,0,0,3.60E-58,4.94066e-324,7.30E-05,0.899287
9493,0,0,0,2.02E-39,0,0,1.58E-58,4.94066e-324,7.28E-05,0.899092
9494,0,0,0,8.67E-40,0,0,6.94E-59,4.94066e-324,7.26E-05,0.899236
9495,0,0,0,3.72E-40,0,0,3.05E-59,4.94066e-324,7.25E-05,0.899243
9496,0,0,0,1.59E-40,0,0,1.34E-59,4.94066e-324,7.23E-05,0.899211
9497,0,0,0,6.84E-41,0,0,5.88E-60,4.94066e-324,7.22E-05,0.899168
9498,0,0,0,2.93E-41,0,0,2.59E-60,4.94066e-324,7.20E-05,0.899121
9499,0,0,0,1.26E-41,0,0,1.14E-60,4.94066e-324,7.19E-05,0.899072
9500,0,0,0,5.39E-42,0,0,4.99E-61,4.94066e-324,7.17E-05,0.899024
9501,0,0,0,2.31E-42,0,0,2.19E-61,4.94066e-324,7.14E-05,0.898514
9502,0,0,0,9.90E-43,0,0,9.63E-62,4.94066e-324,7.12E-05,0.897958
9503,0,0,0,4.25E-43,0,0,4.24E-62,4.94066e-324,7.10E-05,0.898125
9504,0,0,0,1.82E-43,0,0,1.86E-62,4.94066e-324,7.08E-05,0.897428
9505,0,0,0,7.82E-44,0,0,8.19E-63,4.94066e-324,7.06E-05,0.897498
9506,0,0,0,3.36E-44,0,0,3.60E-63,4.94066e-324,7.05E-05,0.897542
9507,0,0,0,1.44E-44,0,0,1.58E-63,4.94066e-324,7.03E-05,0.897566
9508,0,0,0,6.18E-45,0,0,6.97E-64,4.94066e-324,7.02E-05,0.897576
9509,0,0,0,2.65E-45,0,0,3.06E-64,4.94066e-324,7.01E-05,0.897576
9510,0,0,0,1.14E-45,0,0,1.34E-64,4.94066e-324,6.98E-05,0.897182
9511,0,0,0,4.88E-46,0,0,5.88E-65,4.94066e-324,6.95E-05,0.896928
9512,0,0,0,2.10E-46,0,0,2.58E-65,4.94066e-324,6.94E-05,0.897253
9513,0,0,0,9.01E-47,0,0,1.14E-65,4.94066e-324,6.92E-05,0.897442
9514,0,0,0,3.87E-47,0,0,4.99E-66,4.94066e-324,6.91E-05,0.897546
9515,0,0,0,1.66E-47,0,0,2.19E-66,4.94066e-324,6.89E-05,0.8976
9516,0,0,0,7.12E-48,0,0,9.64E-67,4.94066e-324,6.88E-05,0.89762
9517,0,0,0,3.06E-48,0,0,4.24E-67,4.94066e-324,6.87E-05,0.89762
9518,0,0,0,1.31E-48,0,0,1.86E-67,4.94066e-324,6.85E-05,0.897607
9519,0,0,0,5.63E-49,0,0,8.19E-68,4.94066e-324,6.84E-05,0.897584
9520,0,0,0,2.42E-49,0,0,3.60E-68,4.94066e-324,6.82E-05,0.897556
9521,0,0,0,1.04E-49,0,0,1.58E-68,4.94066e-324,6.81E-05,0.897524
9522,0,0,0,4.45E-50,0,0,6.96E-69,4.94066e-324,6.80E-05,0.897488
9523,0,0,0,1.91E-50,0,0,3.06E-69,4.94066e-324,6.78E-05,0.897451
9524,0,0,0,8.19E-51,0,0,1.35E-69,4.94066e-324,6.77E-05,0.897411
9525,0,0,0,3.51E-51,0,5.58E-06,5.92E-70,4.94066e-324,6.75E-05,0.897426
9526,0,0,0,1.51E-51,0,3.11E-08,2.60E-70,4.94066e-324,6.74E-05,0.897389
9527,0,0,0,6.46E-52,0,1.74E-10,1.14E-70,4.94066e-324,6.72E-05,0.897347
9528,0,0,0,2.77E-52,0,9.69E-13,5.03E-71,4.94066e-324,6.71E-05,0.897304
9529,0,0,0,1.19E-52,0,5.41E-15,2.21E-71,4.94066e-324,6.69E-05,0.89726
9530,0,0,0,5.10E-53,0,3.00E-17,9.70E-72,4.94066e-324,6.67E-05,0.897071
9531,0,0,0,2.19E-53,0,1.67E-19,4.27E-72,4.94066e-324,6.66E-05,0.897218
9532,0,0,0,9.40E-54,0,9.32E-22,1.88E-72,4.94066e-324,6.64E-05,0.897228
9533,0,0,0,4.02E-54,0,5.31E-24,8.24E-73,4.94066e-324,6.62E-05,0.896966
9534,0,0,0,1.73E-54,0,2.99E-26,3.62E-73,4.94066e-324,6.61E-05,0.897173
9535,0,0,0,7.40E-55,0,1.57E-28,1.59E-73,4.94066e-324,6.58E-05,0.896886
9536,0,0,0,3.18E-55,0,8.48E-31,6.98E-74,4.94066e-324,6.57E-05,0.897129
9537,0,0,0,1.36E-55,0,4.65E-33,3.07E-74,4.94066e-324,6.55E-05,0.897232
9538,0,0,0,5.85E-56,0,2.56E-35,1.35E-74,4.94066e-324,6.54E-05,0.897262
9539,0,0,0,2.51E-56,0,1.42E-37,5.93E-75,4.94066e-324,6.53E-05,0.897255
9540,0,0,0,1.08E-56,0,7.90E-40,2.61E-75,4.94066e-324,6.51E-05,0.897228
9541,0,0,0,4.62E-57,0,4.39E-42,1.15E-75,4.94066e-324,6.50E-05,0.897191
9542,0,0,0,1.98E-57,0,2.15E-44,5.02E-76,4.94066e-324,6.47E-05,0.89667
9543,0,0,0,8.51E-58,0,1.10E-46,2.21E-76,4.94066e-324,6.46E-05,0.896838
9544,0,0,0,3.66E-58,0,5.81E-49,9.70E-77,4.94066e-324,6.44E-05,0.896931
9545,0,0,0,1.57E-58,0,3.13E-51,4.26E-77,4.94066e-324,6.43E-05,0.896974
9546,0,0,0,6.74E-59,0,1.70E-53,1.87E-77,4.94066e-324,6.42E-05,0.896986
9547,0,0,0,2.89E-59,0,9.36E-56,8.24E-78,4.94066e-324,6.40E-05,0.896976
9548,0,0,0,1.24E-59,0,5.17E-58,3.62E-78,4.94066e-324,6.39E-05,0.896952
9549,0,0,0,5.33E-60,0,2.87E-60,1.59E-78,4.94066e-324,6.37E-05,0.89692
9550,0,0,0,2.29E-60,0,1.59E-62,7.00E-79,4.94066e-324,6.36E-05,0.896881
9551,0,0,0,9.81E-61,0,8.86E-65,3.08E-79,4.94066e-324,6.35E-05,0.896839
9552,0,0,0,4.21E-61,0,4.94E-67,1.35E-79,4.94066e-324,6.33E-05,0.896793
9553,0,0,0,1.81E-61,0,2.75E-69,5.95E-80,4.94066e-324,6.32E-05,0.896747
9554,0,0,0,7.75E-62,0,1.54E-71,2.62E-80,4.94066e-324,6.31E-05,0.896699
9555,0,0,0,3.33E-62,0,8.59E-74,1.15E-80,4.94066e-324,6.29E-05,0.89665
9556,0,0,0,1.43E-62,0,4.80E-76,5.06E-81,4.94066e-324,6.28E-05,0.896601
9557,0,0,0,6.13E-63,0,2.68E-78,2.23E-81,4.94066e-324,6.27E-05,0.896551
9558,0,0,0,2.63E-63,0,1.50E-80,9.80E-82,4.94066e-324,6.25E-05,0.896501
9559,0,0,0,1.13E-63,0,8.39E-83,4.31E-82,4.94066e-324,6.24E-05,0.896451
9560,0,0,0,4.84E-64,0,4.70E-85,1.90E-82,4.94066e-324,6.23E-05,0.896401
9561,0,0,0,2.08E-64,0,2.63E-87,8.34E-83,4.94066e-324,6.22E-05,0.896351
9562,0,0,0,8.92E-65,0,1.47E-89,3.67E-83,4.94066e-324,6.20E-05,0.8963
9563,0,0,0,3.83E-65,0,8.25E-92,1.61E-83,4.94066e-324,6.19E-05,0.89625
9564,0,0,0,1.64E-65,0,4.49E-94,7.08E-84,4.94066e-324,6.17E-05,0.895901
9565,0,0,0,7.04E-66,0,2.48E-96,3.12E-84,4.94066e-324,6.15E-05,0.896092
9566,0,0,0,3.02E-66,0,1.38E-98,1.37E-84,4.94066e-324,6.14E-05,0.896158
9567,0,0,0,1.30E-66,0,7.71E-101,6.03E-85,4.94066e-324,6.13E-05,0.896163
9568,0,0,0,5.57E-67,0,4.32E-103,2.65E-85,4.94066e-324,6.12E-05,0.896139
9569,0,0,0,2.39E-67,0,2.42E-105,1.17E-85,4.94066e-324,6.10E-05,0.896101
9570,0,0,0,1.03E-67,0,1.35E-107,5.13E-86,4.94066e-324,6.09E-05,0.896056
9571,0,0,0,4.40E-68,0,7.60E-110,2.26E-86,4.94066e-324,6.08E-05,0.896008
9572,0,0,0,1.89E-68,0,4.26E-112,9.93E-87,4.94066e-324,6.06E-05,0.895959
9573,0,0,0,8.11E-69,0,2.39E-114,4.37E-87,4.94066e-324,6.05E-05,0.895909
9574,0,0,0,3.48E-69,0,1.34E-116,1.92E-87,4.94066e-324,6.04E-05,0.895858
9575,0,0,0,1.49E-69,0,7.19E-119,8.43E-88,4.94066e-324,6.01E-05,0.895111
9576,0,0,0,6.40E-70,0,3.87E-121,3.71E-88,4.94066e-324,6.00E-05,0.895157
9577,0,0,0,2.75E-70,0,2.09E-123,1.63E-88,4.94066e-324,5.98E-05,0.895196
9578,0,0,0,1.18E-70,0,1.13E-125,7.16E-89,4.94066e-324,5.97E-05,0.895227
9579,0,0,0,5.07E-71,0,6.16E-128,3.15E-89,4.94066e-324,5.95E-05,0.895252
9580,0,0,0,2.18E-71,0,3.35E-130,1.38E-89,4.94066e-324,5.94E-05,0.895271
9581,0,0,0,9.34E-72,0,1.83E-132,6.08E-90,4.94066e-324,5.93E-05,0.895284
9582,0,0,0,4.01E-72,0,1.00E-134,2.68E-90,4.94066e-324,5.91E-05,0.895292
9583,0,0,0,1.72E-72,0,5.40E-137,1.18E-90,4.94066e-324,5.89E-05,0.894705
9584,0,0,0,7.38E-73,0,2.92E-139,5.17E-91,4.94066e-324,5.88E-05,0.894867
9585,0,0,0,3.17E-73,0,1.59E-141,2.28E-91,4.94066e-324,5.86E-05,0.894987
9586,0,0,0,1.36E-73,0,8.71E-144,1.00E-91,4.94066e-324,5.85E-05,0.895075
9587,0,0,0,5.84E-74,0,4.78E-146,4.40E-92,4.94066e-324,5.84E-05,0.895138
9588,0,0,0,2.51E-74,0,2.63E-148,1.94E-92,4.94066e-324,5.83E-05,0.89518
9589,0,0,0,1.08E-74,0,1.45E-150,8.53E-93,4.94066e-324,5.81E-05,0.895207
9590,0,0,0,4.61E-75,0,8.11E-153,3.74E-93,4.94066e-324,5.79E-05,0.894456
9591,0,0,0,1.98E-75,0,4.55E-155,1.64E-93,4.94066e-324,5.77E-05,0.894495
9592,0,0,0,8.50E-76,0,2.55E-157,7.23E-94,4.94066e-324,5.75E-05,0.894526
9593,0,0,0,3.64E-76,0,1.43E-159,3.17E-94,4.94066e-324,5.73E-05,0.894644
9594,0,0,0,1.56E-76,0,8.05E-162,1.40E-94,4.94066e-324,5.72E-05,0.89475
9595,0,0,0,6.70E-77,0,5.13E-164,6.13E-95,4.94066e-324,5.69E-05,0.894385
9596,0,0,0,2.88E-77,0,3.14E-166,2.70E-95,4.94066e-324,5.67E-05,0.894661
9597,0,0,0,1.24E-77,0,1.86E-168,1.19E-95,4.94066e-324,5.66E-05,0.894838
9598,0,0,0,5.30E-78,0,1.08E-170,5.22E-96,4.94066e-324,5.64E-05,0.89495
9599,0,0,0,2.28E-78,0,6.23E-173,2.30E-96,4.94066e-324,5.63E-05,0.89502
9600,0,0,0,9.78E-79,0,3.56E-175,1.01E-96,4.94066e-324,5.61E-05,0.895062
9601,0,0,0,4.20E-79,0,2.02E-177,4.44E-97,4.94066e-324,5.60E-05,0.895085
9602,0,0,0,1.80E-79,0,1.14E-179,1.95E-97,4.94066e-324,5.58E-05,0.895096
9603,0,0,0,7.73E-80,0,6.45E-182,8.58E-98,4.94066e-324,5.57E-05,0.895099
9604,0,0,0,3.32E-80,0,3.64E-184,3.77E-98,4.94066e-324,5.55E-05,0.895095
9605,0,0,0,1.42E-80,0,2.00E-186,1.65E-98,4.94066e-324,5.53E-05,0.894332
9606,0,0,0,6.11E-81,0,1.11E-188,7.27E-99,4.94066e-324,5.51E-05,0.894366
9607,0,0,0,2.62E-81,0,6.10E-191,3.19E-99,4.94066e-324,5.49E-05,0.894397
9608,0,0,0,1.13E-81,0,3.37E-193,1.40E-99,4.94066e-324,5.48E-05,0.894425
9609,0,0,0,4.83E-82,0,1.86E-195,6.17E-100,4.94066e-324,5.46E-05,0.894451
9610,0,0,0,2.08E-82,0,1.02E-197,2.71E-100,4.94066e-324,5.45E-05,0.894475
9611,0,0,0,8.91E-83,0,5.65E-200,1.19E-100,4.94066e-324,5.43E-05,0.894497
9612,0,0,0,3.82E-83,0,3.19E-202,5.23E-101,4.94066e-324,5.41E-05,0.894263
9613,0,0,0,1.64E-83,0,1.78E-204,2.30E-101,4.94066e-324,5.39E-05,0.894561
9614,0,0,0,7.04E-84,0,9.87E-207,1.01E-101,4.94066e-324,5.37E-05,0.894722
9615,0,0,0,3.02E-84,0,5.46E-209,4.43E-102,4.94066e-324,5.36E-05,0.894811
9616,0,0,0,1.30E-84,0,3.01E-211,1.95E-102,4.94066e-324,5.34E-05,0.894863
9617,0,0,0,5.57E-85,0,1.66E-213,8.56E-103,4.94066e-324,5.33E-05,0.894896
9618,0,0,0,2.39E-85,0,9.14E-216,3.76E-103,4.94066e-324,5.32E-05,0.894917
9619,0,0,0,1.03E-85,0,5.03E-218,1.65E-103,4.94066e-324,5.30E-05,0.894933
9620,0,0,0,4.41E-86,0,2.77E-220,7.27E-104,4.94066e-324,5.29E-05,0.894945
9621,0,0,0,1.89E-86,0,1.49E-222,3.18E-104,4.94066e-324,5.26E-05,0.894572
9622,0,0,0,8.12E-87,0,8.06E-225,1.40E-104,4.94066e-324,5.25E-05,0.89482
9623,0,0,0,3.49E-87,0,4.40E-227,6.15E-105,4.94066e-324,5.23E-05,0.894963
9624,0,0,0,1.50E-87,0,2.41E-229,2.70E-105,4.94066e-324,5.22E-05,0.895046
9625,0,0,0,6.43E-88,0,1.32E-231,1.19E-105,4.94066e-324,5.20E-05,0.895095
9626,0,0,0,2.76E-88,0,7.27E-234,5.22E-106,4.94066e-324,5.19E-05,0.895123
9627,0,0,0,1.18E-88,0,3.69E-236,2.29E-106,4.94066e-324,5.17E-05,0.895017
9628,0,0,0,5.09E-89,0,1.98E-238,1.00E-106,4.94066e-324,5.15E-05,0.895226
9629,0,0,0,2.18E-89,0,1.08E-240,4.41E-107,4.94066e-324,5.14E-05,0.89529
9630,0,0,0,9.38E-90,0,5.94E-243,1.94E-107,4.94066e-324,5.13E-05,0.895309
9631,0,0,0,4.03E-90,0,3.26E-245,8.52E-108,4.94066e-324,5.11E-05,0.895314
9632,0,0,0,1.73E-90,0,1.79E-247,3.75E-108,4.94066e-324,5.10E-05,0.895313
9633,0,0,0,7.42E-91,0,9.87E-250,1.65E-108,4.94066e-324,5.09E-05,0.89531
9634,0,0,0,3.19E-91,0,5.43E-252,7.24E-109,4.94066e-324,5.07E-05,0.895305
9635,0,0,0,1.37E-91,0,2.99E-254,3.18E-109,4.94066e-324,5.06E-05,0.8953
9636,0,0,0,5.87E-92,0,1.64E-256,1.40E-109,4.94066e-324,5.05E-05,0.895294
9637,0,0,0,2.52E-92,0,9.04E-259,6.14E-110,4.94066e-324,5.03E-05,0.895286
9638,0,0,0,1.08E-92,0,4.97E-261,2.70E-110,4.94066e-324,5.02E-05,0.895278
9639,0,0,0,4.65E-93,0,2.74E-263,1.19E-110,4.94066e-324,5.01E-05,0.89527
9640,0,0,0,1.99E-93,0,1.51E-265,5.22E-111,4.94066e-324,4.99E-05,0.89526
9641,0,0,0,8.56E-94,0,8.29E-268,2.29E-111,4.94066e-324,4.98E-05,0.89525
9642,0,0,0,3.68E-94,0,4.57E-270,1.01E-111,4.94066e-324,4.97E-05,0.895239
9643,0,0,0,1.58E-94,0,2.51E-272,4.43E-112,4.94066e-324,4.96E-05,0.895227
9644,0,0,0,6.78E-95,0,1.38E-274,1.95E-112,4.94066e-324,4.94E-05,0.895215
9645,0,0,0,2.91E-95,0,7.62E-277,8.57E-113,4.94066e-324,4.93E-05,0.895202
9646,0,0,0,1.25E-95,0,4.20E-279,3.77E-113,4.94066e-324,4.92E-05,0.895188
9647,0,0,0,5.35E-96,0,2.40E-281,1.65E-113,4.94066e-324,4.90E-05,0.894912
9648,0,0,0,2.30E-96,0,1.34E-283,7.26E-114,4.94066e-324,4.88E-05,0.895154
9649,0,0,0,9.86E-97,0,7.46E-286,3.19E-114,4.94066e-324,4.87E-05,0.895261
9650,0,0,0,4.23E-97,0,4.12E-288,1.40E-114,4.94066e-324,4.86E-05,0.895303
9651,0,0,0,1.82E-97,0,2.27E-290,6.17E-115,4.94066e-324,4.85E-05,0.895314
9652,0,0,0,7.80E-98,0,1.25E-292,2.71E-115,4.94066e-324,4.84E-05,0.89531
9653,0,0,0,3.35E-98,0,6.89E-295,1.19E-115,4.94066e-324,4.82E-05,0.895299
9654,0,0,0.000377835,1.44E-98,0,3.76E-297,5.23E-116,4.94066e-324,4.80E-05,0.895061
9655,0,0,0.000142814,6.17E-99,0,2.06E-299,2.30E-116,4.94066e-324,4.79E-05,0.895262
9656,0,0,5.40E-05,2.65E-99,0,1.13E-301,1.01E-116,4.94066e-324,4.78E-05,0.895326
9657,0,0,2.04E-05,1.14E-99,0,6.23E-304,4.45E-117,4.94066e-324,4.77E-05,0.895337
9658,0,0,7.71E-06,4.88E-100,0,3.43E-306,1.95E-117,4.94066e-324,4.76E-05,0.895328
9659,0,0,2.91E-06,2.10E-100,0,0.00E+00,8.59E-118,4.94066e-324,4.75E-05,0.895312
9660,0,0,1.10E-06,9.00E-101,0,1.03789e-310,3.78E-118,4.94066e-324,4.73E-05,0.895291
9661,0,0,4.16E-07,3.86E-101,0,5.70068e-313,1.66E-118,4.94066e-324,4.71E-05,0.894469
9662,0,0,1.57E-07,1.66E-101,0,3.13764e-315,7.30E-119,4.94066e-324,4.70E-05,0.894446
9663,0,0,5.96E-08,7.11E-102,0,1.72727e-317,3.21E-119,4.94066e-324,4.69E-05,0.894422
9664,0,0,2.26E-08,3.05E-102,0,9.51027e-320,1.41E-119,4.94066e-324,4.68E-05,0.894398
9665,0,0,8.55E-09,1.31E-102,0,5.2371e-322,6.21E-120,4.94066e-324,4.67E-05,0.894374
9666,0,0,3.24E-09,5.63E-103,0,4.94066e-324,2.73E-120,4.94066e-324,4.66E-05,0.894349
9667,0,0,1.23E-09,2.42E-103,0,0,1.20E-120,4.94066e-324,4.65E-05,0.894324
9668,0,0,4.64E-10,1.04E-103,0,0,5.29E-121,4.94066e-324,4.64E-05,0.894298
9669,0,0,1.76E-10,4.46E-104,0,0,2.33E-121,4.94066e-324,4.62E-05,0.894271
9670,0,0,6.65E-11,1.91E-104,0,0,1.02E-121,4.94066e-324,4.61E-05,0.894245
9671,0,0,2.52E-11,8.22E-105,0,0,4.50E-122,4.94066e-324,4.60E-05,0.894217
9672,0,0,9.54E-12,3.53E-105,0,0,1.98E-122,4.94066e-324,4.59E-05,0.89419
9673,0,0,3.61E-12,1.52E-105,0,0,8.71E-123,4.94066e-324,4.58E-05,0.894162
9674,0,0,1.37E-12,6.51E-106,0,0,3.83E-123,4.94066e-324,4.56E-05,0.893652
9675,0,0,5.20E-13,2.80E-106,0,0,1.69E-123,4.94066e-324,4.55E-05,0.893846
9676,0,0,1.97E-13,1.20E-106,0,0,7.43E-124,4.94066e-324,4.54E-05,0.893972
9677,0,0,7.48E-14,5.16E-107,0,0,3.27E-124,4.94066e-324,4.53E-05,0.894052
9678,0,0,2.83E-14,2.22E-107,0,0,1.44E-124,4.94066e-324,4.52E-05,0.894099
9679,0,0,1.07E-14,9.52E-108,0,0,6.33E-125,4.94066e-324,4.51E-05,0.894122
9680,0,0,4.07E-15,4.09E-108,0,0,2.78E-125,4.94066e-324,4.49E-05,0.893751
9681,0,0,1.55E-15,1.76E-108,0,0,1.22E-125,4.94066e-324,4.48E-05,0.894
9682,0,0,5.86E-16,7.54E-109,0,0,5.39E-126,4.94066e-324,4.47E-05,0.89414
9683,0,0,2.22E-16,3.24E-109,0,0,2.37E-126,4.94066e-324,4.45E-05,0.894214
9684,0,0,8.41E-17,1.39E-109,0,0,1.04E-126,4.94066e-324,4.44E-05,0.894247
9685,0,0,3.19E-17,5.98E-110,0,0,4.59E-127,4.94066e-324,4.43E-05,0.894255
9686,0,0,1.21E-17,2.57E-110,0,0,2.02E-127,4.94066e-324,4.42E-05,0.894247
9687,0,0,4.57E-18,1.10E-110,0,0,8.89E-128,4.94066e-324,4.41E-05,0.894229
9688,0,0,1.73E-18,4.73E-111,0,0,3.91E-128,4.94066e-324,4.40E-05,0.894206
9689,0,0,6.56E-19,2.03E-111,0,0,1.72E-128,4.94066e-324,4.39E-05,0.894178
9690,0,0,2.49E-19,8.73E-112,0,0,7.57E-129,4.94066e-324,4.38E-05,0.894148
9691,0,0,9.42E-20,3.75E-112,0,0,3.33E-129,4.94066e-324,4.37E-05,0.894116
9692,0,0,3.56E-20,1.61E-112,0,0,1.46E-129,4.94066e-324,4.36E-05,0.893705
9693,0,0,1.35E-20,6.91E-113,0,0,6.44E-130,4.94066e-324,4.35E-05,0.893915
9694,0,0,5.12E-21,2.97E-113,0,0,2.83E-130,4.94066e-324,4.34E-05,0.894022
9695,0,0,1.94E-21,1.27E-113,0,0,1.25E-130,4.94066e-324,4.33E-05,0.894068
9696,0,0,7.34E-22,5.47E-114,0,0,5.49E-131,4.94066e-324,4.32E-05,0.89408
9697,0,0,2.78E-22,2.35E-114,0,0,2.41E-131,4.94066e-324,4.31E-05,0.894072
9698,0,0,1.05E-22,1.01E-114,0,0,1.06E-131,4.94066e-324,4.30E-05,0.894052
9699,0,0,3.99E-23,4.34E-115,0,0,4.67E-132,4.94066e-324,4.29E-05,0.894025
9700,0,0,1.51E-23,1.86E-115,0,0,2.06E-132,4.94066e-324,4.28E-05,0.893993
9701,0,0,5.73E-24,8.00E-116,0,0,9.05E-133,4.94066e-324,4.27E-05,0.89396
9702,0,0,2.17E-24,3.43E-116,0,0,3.98E-133,4.94066e-324,4.26E-05,0.893924
9703,0,0,8.23E-25,1.47E-116,0,0,1.75E-133,4.94066e-324,4.25E-05,0.893888
9704,0,0,3.12E-25,6.33E-117,0,0,7.71E-134,4.94066e-324,4.24E-05,0.89385
9705,0,0,1.18E-25,2.72E-117,0,0,3.40E-134,4.94066e-324,4.23E-05,0.893813
9706,0,0,4.48E-26,1.17E-117,0,0,1.49E-134,4.94066e-324,4.22E-05,0.893775
