generation,stra.1,stra.2,stra.3,stra.4,stra.5,stra.6,stra.7,stra.8,stra.9,stra.10,stra.11,stra.12,stra.13,stra.14,stra.15,stra.16,stra.17
22,3.95E-08,0,2.19E-07,3.34E-14,0,0,1.05E-12,0,3.68E-08,1.10E-08,1.56E-04,4.46E-07,7.30E-08,3.43E-11,1.34E-07,0,0.999842652
23,0,0,9.38E-10,3.03E-16,0,0,1.38E-13,0,9.64E-15,1.45E-09,2.06E-05,1.73E-07,1.85E-08,3.42E-11,1.35E-07,0,0.999979029
24,0,0,4.01E-12,2.76E-18,0,0,1.82E-14,0,2.74E-21,1.91E-10,2.72E-06,6.67E-08,4.69E-09,3.40E-11,1.35E-07,0,0.99999707
25,0,0,1.71E-14,2.50E-20,0,0,2.39E-15,0,8.00E-28,2.51E-11,3.59E-07,2.58E-08,1.19E-09,3.39E-11,1.35E-07,0,0.999999479
26,0,0,7.32E-17,2.27E-22,0,0,3.14E-16,0,2.36E-34,3.31E-12,4.74E-08,9.96E-09,3.02E-10,3.38E-11,1.35E-07,0,0.999999807
27,0,0,3.13E-19,2.06E-24,0,0,4.12E-17,0,6.96E-41,4.36E-13,6.26E-09,3.85E-09,7.66E-11,3.36E-11,1.35E-07,0,0.999999855
28,0,0,1.34E-21,1.87E-26,0,0,5.42E-18,0,2.06E-47,5.75E-14,8.26E-10,1.49E-09,1.94E-11,3.35E-11,1.35E-07,0,0.999999862
29,0,0,5.72E-24,1.70E-28,0,0,7.12E-19,0,6.10E-54,7.57E-15,1.09E-10,5.75E-10,4.93E-12,3.33E-11,1.35E-07,0,0.999999864
30,0,0,2.44E-26,1.55E-30,0,0,9.36E-20,0,1.80E-60,9.98E-16,1.44E-11,2.22E-10,1.25E-12,3.32E-11,1.35E-07,0,0.999999864
31,0,0,1.05E-28,1.40E-32,0,0,1.23E-20,0,5.34E-67,1.31E-16,1.90E-12,8.58E-11,3.17E-13,3.31E-11,1.36E-07,0,0.999999864
32,0,0,4.47E-31,1.28E-34,0,0,1.61E-21,0,1.58E-73,1.73E-17,2.51E-13,3.32E-11,8.04E-14,3.30E-11,1.36E-07,0,0.999999864
33,0,0,1.91E-33,1.16E-36,0,0,2.12E-22,0,4.68E-80,2.28E-18,3.31E-14,1.28E-11,2.04E-14,3.28E-11,1.36E-07,0,0.999999864
34,0,0,8.16E-36,1.05E-38,0,0,2.79E-23,0,1.38E-86,3.01E-19,4.36E-15,4.95E-12,5.17E-15,3.27E-11,1.36E-07,0,0.999999864
35,0,0,3.20E-38,9.31E-41,0,0,3.60E-24,0,6.02E-90,1.32E-04,5.74E-16,1.91E-12,1.31E-15,3.25E-11,1.36E-07,0,0.999867442
36,0,0,1.35E-40,8.41E-43,0,0,4.72E-25,0,2.59E-94,1.75E-05,7.58E-17,7.40E-13,3.32E-16,3.24E-11,1.36E-07,0,0.999982403
37,0,0,5.74E-43,7.63E-45,0,0,6.21E-26,0,0,2.30E-06,1.00E-17,2.86E-13,8.42E-17,3.23E-11,1.36E-07,0,0.999997563
38,0,0,2.45E-45,6.93E-47,0,0,8.15E-27,0,0,3.03E-07,1.32E-18,1.11E-13,2.14E-17,3.21E-11,1.36E-07,0,0.999999561
39,0,0,1.05E-47,6.29E-49,0,0,1.07E-27,0,0,4.00E-08,1.74E-19,4.27E-14,5.42E-18,3.20E-11,1.36E-07,0,0.999999824
40,0,0,4.48E-50,5.71E-51,0,0,1.41E-28,0,0,5.26E-09,2.30E-20,1.65E-14,1.37E-18,3.19E-11,1.36E-07,0,0.999999858
41,0,0,1.92E-52,5.19E-53,0,0,1.85E-29,0,0,6.94E-10,3.03E-21,6.38E-15,3.49E-19,3.17E-11,1.37E-07,0,0.999999863
42,0,0,8.19E-55,4.71E-55,0,0,2.43E-30,0,0,9.14E-11,4.00E-22,2.46E-15,8.84E-20,3.16E-11,1.37E-07,0,0.999999863
43,0,0,2.82E-57,8.38E-06,0,0,3.17E-31,0,0,1.20E-11,5.24E-23,9.50E-16,2.24E-20,3.14E-11,1.37E-07,0,0.999991487
44,0,0,1.20E-59,7.60E-08,0,0,4.17E-32,0,0,1.58E-12,6.92E-24,3.67E-16,5.67E-21,3.13E-11,1.37E-07,0,0.999999787
45,0,0,5.14E-62,6.90E-10,0,0,5.48E-33,0,0,2.08E-13,9.13E-25,1.42E-16,1.44E-21,3.12E-11,1.37E-07,0,0.999999862
46,0,0,2.20E-64,6.27E-12,0,0,7.20E-34,0,0,2.74E-14,1.21E-25,5.48E-17,3.65E-22,3.11E-11,1.37E-07,0,0.999999863
47,0,0,9.39E-67,5.69E-14,0,0,9.46E-35,0,0,3.61E-15,1.59E-26,2.12E-17,9.25E-23,3.09E-11,1.37E-07,0,0.999999863
48,0,0,4.01E-69,5.17E-16,0,0,1.24E-35,0,0,4.76E-16,2.10E-27,8.19E-18,2.35E-23,3.08E-11,1.37E-07,0,0.999999863
49,0,0,1.70E-71,4.46E-18,0,0,1.63E-36,0,0,6.24E-17,2.76E-28,3.15E-18,2.53E-04,3.06E-11,1.37E-07,0,0.999746797
50,0,0,7.24E-74,4.00E-20,0,0,2.13E-37,0,0,8.22E-18,3.64E-29,1.22E-18,6.42E-05,3.05E-11,1.37E-07,0,0.9999357
51,0,0,3.00E-76,3.56E-22,0,0,2.80E-38,0,0,1.08E-18,4.78E-30,4.70E-19,1.62E-05,3.03E-11,1.37E-07,1.00E-03,0.998983675
52,0,0,1.25E-78,3.19E-24,0,0,3.67E-39,0,0,1.42E-19,6.29E-31,1.81E-19,4.12E-06,3.02E-11,1.37E-07,0.0010009,0.998994844
53,0,0,4.16E-06,2.86E-26,0,0,4.82E-40,0,0,1.87E-20,8.26E-32,7.00E-20,1.04E-06,3.01E-11,1.37E-07,0.001000263,0.998994393
54,0,0,1.73E-08,2.57E-28,0,0,6.33E-41,0,0,2.47E-21,1.09E-32,2.70E-20,2.64E-07,3.00E-11,1.37E-07,0.001001219,0.998998362
55,0,0,7.21E-11,2.30E-30,0,0,8.31E-42,0,0,3.25E-22,1.43E-33,1.04E-20,6.70E-08,2.98E-11,1.37E-07,0.001002173,0.998997622
56,0,0,3.00E-13,2.07E-32,0,0,1.09E-42,0,0,4.28E-23,1.88E-34,4.03E-21,1.70E-08,2.97E-11,1.38E-07,0.001003128,0.998996717
57,0,0,1.25E-15,1.85E-34,0,0,1.43E-43,0,0,5.64E-24,2.48E-35,1.56E-21,4.31E-09,2.96E-11,1.38E-07,0.001004085,0.998995773
58,0,0,5.20E-18,1.66E-36,0,0,1.88E-44,0,0,7.43E-25,3.26E-36,6.01E-22,1.09E-09,2.95E-11,1.38E-07,0.001005042,0.998994819
59,0,0,2.16E-20,1.49E-38,0,0,2.47E-45,0,0,9.78E-26,4.29E-37,2.32E-22,2.77E-10,2.94E-11,1.38E-07,0.001006,0.998993862
60,0,0,9.00E-23,1.34E-40,0,0,3.25E-46,0,0,1.29E-26,5.64E-38,8.95E-23,7.04E-11,2.93E-11,1.38E-07,0.001006959,0.998992903
61,0,0,3.74E-25,1.20E-42,0,0,4.27E-47,0,0,1.70E-27,7.42E-39,3.46E-23,1.78E-11,2.92E-11,1.38E-07,0.001007919,0.998991943
62,5.40E-07,0,1.67E-27,1.01E-44,0,0,5.57E-48,0,0,2.22E-28,9.77E-40,1.33E-23,4.51E-12,2.90E-11,1.38E-07,0.001006189,0.998993133
63,1.24E-10,0,6.95E-30,9.09E-47,0,0,7.32E-49,0,0,2.93E-29,1.29E-40,5.14E-24,1.14E-12,2.89E-11,1.38E-07,0.001007148,0.998992713
64,2.87E-14,0,2.89E-32,8.15E-49,0,0,9.61E-50,0,0,3.86E-30,1.69E-41,1.99E-24,2.90E-13,2.88E-11,1.38E-07,0.001008108,0.998991753
65,6.64E-18,0,1.20E-34,7.31E-51,0,0,1.26E-50,0,0,5.08E-31,2.22E-42,7.67E-25,7.36E-14,2.87E-11,1.38E-07,0.001009069,0.998990792
66,1.53E-21,0,5.01E-37,6.56E-53,0,0,1.66E-51,0,0,6.69E-32,2.93E-43,2.96E-25,1.87E-14,2.86E-11,1.39E-07,0.001010031,0.99898983
67,3.55E-25,0,2.08E-39,5.88E-55,0,0,2.18E-52,0,0,8.82E-33,3.85E-44,1.14E-25,4.74E-15,2.85E-11,1.39E-07,0.001010994,0.998988867
68,8.23E-29,0,8.67E-42,5.28E-57,0,0,2.86E-53,0,0,1.16E-33,5.06E-45,4.41E-26,1.20E-15,2.83E-11,1.39E-07,0.001011958,0.998987903
69,1.91E-32,0,3.61E-44,4.73E-59,0,0,3.75E-54,0,0,1.53E-34,6.66E-46,1.70E-26,3.05E-16,2.82E-11,1.39E-07,0.001012923,0.998986938
70,4.43E-36,0,1.50E-46,4.25E-61,0,0,4.93E-55,0,0,2.01E-35,8.77E-47,6.58E-27,7.73E-17,2.81E-11,1.39E-07,0.001013888,0.998985973
71,1.03E-39,0,6.24E-49,3.81E-63,0,0,6.48E-56,0,0,2.65E-36,1.15E-47,2.54E-27,1.96E-17,2.80E-11,1.39E-07,0.001014855,0.998985006
72,2.39E-43,0,2.60E-51,3.42E-65,0,0,8.50E-57,0,0,3.50E-37,1.52E-48,9.81E-28,4.97E-18,2.79E-11,1.39E-07,0.001015822,0.998984038
73,5.57E-47,0,1.08E-53,3.06E-67,0,0,1.12E-57,0,0,4.60E-38,2.00E-49,3.79E-28,1.26E-18,2.78E-11,1.39E-07,0.001016791,0.99898307
74,1.30E-50,0,4.49E-56,2.75E-69,0,0,1.47E-58,0,0,6.06E-39,2.63E-50,1.46E-28,3.20E-19,2.77E-11,1.40E-07,0.00101776,0.9989821
75,3.02E-54,0,1.87E-58,2.46E-71,0,0,1.93E-59,0,0,7.99E-40,3.45E-51,5.65E-29,8.11E-20,2.76E-11,1.40E-07,0.00101873,0.99898113
76,7.06E-58,0,7.77E-61,2.21E-73,0,0,2.53E-60,0,0,1.05E-40,4.54E-52,2.18E-29,2.06E-20,2.75E-11,1.40E-07,0.001019702,0.998980159
77,1.65E-61,0,3.23E-63,1.98E-75,0,0,3.32E-61,0,0,1.39E-41,5.98E-53,8.43E-30,5.22E-21,2.74E-11,1.40E-07,0.001020674,0.998979186
78,3.86E-65,0,1.34E-65,1.78E-77,0,0,4.36E-62,0,0,1.83E-42,7.87E-54,3.25E-30,1.32E-21,2.73E-11,1.40E-07,0.001021647,0.998978213
79,9.03E-69,0,5.59E-68,1.59E-79,0,0,5.73E-63,0,0,2.40E-43,1.03E-54,1.26E-30,3.36E-22,2.72E-11,1.40E-07,0.001022621,0.998977239
80,2.12E-72,0,2.33E-70,1.43E-81,0,0,7.53E-64,0,0,3.17E-44,1.36E-55,4.85E-31,8.51E-23,2.71E-11,1.40E-07,0.001023595,0.998976264
81,4.95E-76,0,4.16E-06,1.28E-83,0,0,9.87E-65,0,0,4.17E-45,1.79E-56,1.87E-31,2.15E-23,2.69E-11,1.40E-07,0.001022945,0.998972753
82,1.16E-79,0,1.73E-08,1.15E-85,0,0,1.30E-65,0,0,5.49E-46,2.35E-57,7.23E-32,5.46E-24,2.68E-11,1.40E-07,0.001023922,0.99897592
83,2.72E-83,0,7.20E-11,1.03E-87,0,0,1.70E-66,0,0,7.23E-47,3.10E-58,2.79E-32,1.39E-24,2.67E-11,1.41E-07,0.001024898,0.998974961
84,6.40E-87,0,2.99E-13,9.25E-90,0,0,2.24E-67,0,0,9.52E-48,4.07E-59,1.08E-32,3.51E-25,2.66E-11,1.41E-07,0.001025875,0.998973984
85,1.50E-90,0,1.25E-15,8.30E-92,0,0,2.94E-68,0,0,1.25E-48,5.36E-60,4.16E-33,8.91E-26,2.65E-11,1.41E-07,0.001026853,0.998973006
86,3.54E-94,0,5.18E-18,7.44E-94,0,0,3.86E-69,0,0,1.65E-49,7.05E-61,1.61E-33,2.26E-26,2.64E-11,1.41E-07,0.001027832,0.998972027
87,8.33E-98,0,2.15E-20,6.67E-96,0,0,5.07E-70,0,0,2.18E-50,9.27E-62,6.20E-34,5.73E-27,2.63E-11,1.41E-07,0.001028812,0.998971047
88,1.96E-101,0,8.95E-23,5.98E-98,0,0,6.65E-71,0,0,2.87E-51,1.22E-62,2.40E-34,1.45E-27,2.62E-11,1.41E-07,0.001029793,0.998970066
89,4.63E-105,0,3.72E-25,5.37E-100,0,0,8.74E-72,0,0,3.78E-52,1.60E-63,9.25E-35,3.69E-28,2.61E-11,1.41E-07,0.001030774,0.998969084
90,1.09E-108,0,1.55E-27,4.81E-102,0,0,1.15E-72,0,0,4.97E-53,2.11E-64,3.57E-35,9.36E-29,2.61E-11,1.41E-07,0.001031757,0.998968102
91,2.59E-112,0,6.44E-30,4.32E-104,0,0,1.51E-73,0,0,6.55E-54,2.78E-65,1.38E-35,2.37E-29,2.60E-11,1.42E-07,0.00103274,0.998967118
92,6.12E-116,0,2.68E-32,3.87E-106,0,0,1.98E-74,0,0,8.63E-55,3.65E-66,5.33E-36,6.02E-30,2.59E-11,1.42E-07,0.001033725,0.998966133
93,1.45E-119,0,1.11E-34,3.47E-108,0,0,2.60E-75,0,0,1.14E-55,4.81E-67,2.06E-36,1.53E-30,2.58E-11,1.42E-07,0.00103471,0.998965148
94,3.44E-123,0,4.63E-37,3.11E-110,0,0,3.41E-76,0,0,1.50E-56,6.32E-68,7.94E-37,3.87E-31,2.57E-11,1.42E-07,0.001035697,0.998964161
95,8.16E-127,0,1.92E-39,2.79E-112,0,0,4.48E-77,0,0,1.97E-57,8.32E-69,3.07E-37,9.82E-32,2.56E-11,1.42E-07,0.001036684,0.998963174
96,1.94E-130,0,8.00E-42,2.50E-114,0,0,5.89E-78,0,0,2.60E-58,1.09E-69,1.18E-37,2.49E-32,2.55E-11,1.42E-07,0.001037672,0.998962185
97,4.61E-134,0,3.33E-44,2.24E-116,0,0,7.73E-79,0,0,3.42E-59,1.44E-70,4.57E-38,6.32E-33,2.54E-11,1.42E-07,0.001038662,0.998961196
98,1.10E-137,0,1.38E-46,2.01E-118,0,0,1.02E-79,0,0,4.51E-60,1.89E-71,1.77E-38,1.60E-33,2.53E-11,1.43E-07,0.001039652,0.998960206
99,2.61E-141,0,5.75E-49,1.80E-120,0,0,1.33E-80,0,0,5.93E-61,2.49E-72,6.82E-39,4.06E-34,2.52E-11,1.43E-07,0.001040643,0.998959214
100,6.23E-145,0,2.39E-51,1.62E-122,0,0,1.75E-81,0,0,7.82E-62,3.28E-73,2.63E-39,1.03E-34,2.51E-11,1.43E-07,0.001041635,0.998958222
101,1.49E-148,0,9.93E-54,1.45E-124,0,0,2.30E-82,0,0,1.03E-62,4.31E-74,1.02E-39,2.61E-35,2.50E-11,1.43E-07,0.001042628,0.998957229
102,3.56E-152,0,4.13E-56,1.30E-126,0,0,3.02E-83,0,0,1.36E-63,5.67E-75,3.92E-40,6.63E-36,2.49E-11,1.43E-07,0.001043622,0.998956235
103,8.50E-156,0,1.72E-58,1.17E-128,0,0,3.97E-84,0,0,1.79E-64,7.46E-76,1.52E-40,1.68E-36,2.48E-11,1.43E-07,0.001044617,0.99895524
104,2.04E-159,0,7.13E-61,1.05E-130,0,0,5.21E-85,0,0,2.35E-65,9.81E-77,5.85E-41,4.27E-37,2.47E-11,1.43E-07,0.001045613,0.998954244
105,4.88E-163,0,2.97E-63,9.38E-133,0,0,6.84E-86,0,0,3.10E-66,1.29E-77,2.26E-41,1.08E-37,2.46E-11,1.43E-07,0.001046609,0.998953247
106,1.17E-166,0,1.23E-65,8.41E-135,0,0,8.99E-87,0,0,4.08E-67,1.70E-78,8.72E-42,2.74E-38,2.45E-11,1.44E-07,0.001047607,0.998952249
107,2.80E-170,0,4.16E-06,7.53E-137,0,0,1.18E-87,0,0,5.37E-68,2.23E-79,3.37E-42,6.94E-39,2.44E-11,1.43E-07,0.001046941,0.998948756
108,1.52E-173,0,1.62E-08,5.92E-139,0,0,1.54E-88,0,0,7.04E-69,2.93E-80,1.29E-42,1.75E-39,2.42E-11,1.43E-07,0.001045146,0.998954694
109,3.63E-177,0,6.73E-11,5.31E-141,0,0,2.02E-89,0,0,9.27E-70,3.85E-81,5.00E-43,4.45E-40,2.42E-11,1.43E-07,0.001046143,0.998953714
110,8.69E-181,0,4.16E-06,4.76E-143,0,0,2.65E-90,0,0,1.22E-70,5.06E-82,1.93E-43,1.13E-40,2.40E-11,1.43E-07,0.001045478,0.998950219
111,2.08E-184,0,1.73E-08,4.27E-145,0,0,3.48E-91,0,0,1.61E-71,6.66E-83,7.45E-44,2.86E-41,2.39E-11,1.44E-07,0.001046476,0.998953363
112,4.99E-188,0,7.19E-11,3.83E-147,0,0,4.57E-92,0,0,2.12E-72,8.76E-84,2.88E-44,7.24E-42,2.38E-11,1.44E-07,0.001047474,0.998952382
113,1.20E-191,0,2.99E-13,3.43E-149,0,0,6.00E-93,0,0,2.79E-73,1.15E-84,1.11E-44,1.84E-42,2.38E-11,1.44E-07,0.001048473,0.998951384
114,5.83E-195,5.78E-06,1.06E-15,2.96E-151,0,0,7.74E-94,0,0,3.64E-74,1.51E-85,4.27E-45,4.64E-43,2.36E-11,1.44E-07,0.001046663,0.998947411
115,1.40E-198,3.54E-08,4.42E-18,2.65E-153,0,0,1.02E-94,0,0,4.79E-75,1.98E-86,1.65E-45,1.18E-43,2.35E-11,1.44E-07,0.001047656,0.998952165
116,3.35E-202,2.17E-10,1.84E-20,2.38E-155,0,0,1.34E-95,0,0,6.32E-76,2.61E-87,6.37E-46,2.98E-44,2.34E-11,1.44E-07,0.001048655,0.998951201
117,5.40E-07,1.21E-12,8.17E-23,2.00E-157,0,0,1.74E-96,0,0,8.27E-77,3.44E-88,2.45E-46,7.54E-45,2.33E-11,1.44E-07,0.001046856,0.998952461
118,1.30E-10,7.40E-15,3.40E-25,1.79E-159,0,0,2.29E-97,0,0,1.09E-77,4.52E-89,9.48E-47,1.91E-45,2.32E-11,1.44E-07,0.001047853,0.998952003
119,3.11E-14,4.53E-17,1.41E-27,1.61E-161,0,0,3.01E-98,0,0,1.44E-78,5.95E-90,3.66E-47,4.85E-46,2.31E-11,1.44E-07,0.001048852,0.998951004
120,1.46E-17,2.87E-19,5.70E-30,1.42E-163,0,0,3.94E-99,0,0,1.89E-79,7.78E-91,1.41E-47,1.23E-46,2.30E-11,1.44E-07,0.002047709,0.997952147
121,6.86E-21,1.83E-21,2.30E-32,1.26E-165,0,0,5.17E-100,0,0,2.48E-80,1.02E-91,5.44E-48,3.12E-47,2.29E-11,1.44E-07,0.00204966,0.997950196
122,3.23E-24,1.16E-23,9.31E-35,1.11E-167,0,0,6.79E-101,0,0,3.27E-81,1.34E-92,2.10E-48,7.90E-48,2.28E-11,1.44E-07,0.002051613,0.997948243
123,1.52E-27,7.38E-26,3.76E-37,9.87E-170,0,0,8.91E-102,0,0,4.30E-82,1.76E-93,8.09E-49,2.00E-48,2.27E-11,1.44E-07,0.002053567,0.997946288
124,7.17E-31,4.69E-28,1.52E-39,8.74E-172,0,0,1.17E-102,0,0,5.67E-83,2.30E-94,3.12E-49,5.08E-49,2.26E-11,1.44E-07,0.002055524,0.997944332
125,3.38E-34,2.98E-30,6.15E-42,7.74E-174,0,0,1.54E-103,0,0,7.46E-84,3.02E-95,1.20E-49,1.29E-49,2.26E-11,1.44E-07,0.002057483,0.997942373
126,1.60E-37,1.90E-32,2.49E-44,6.85E-176,0,0,2.02E-104,0,0,9.83E-85,3.96E-96,4.65E-50,3.27E-50,2.25E-11,1.45E-07,0.002059443,0.997940413
127,7.56E-41,1.20E-34,1.01E-46,6.07E-178,0,0,2.65E-105,0,0,1.29E-85,5.19E-97,1.79E-50,8.29E-51,2.24E-11,1.45E-07,0.002061405,0.99793845
128,3.58E-44,7.66E-37,4.06E-49,5.37E-180,0,0,3.48E-106,0,0,1.70E-86,6.81E-98,6.92E-51,2.10E-51,2.23E-11,1.45E-07,0.002063369,0.997936486
129,1.70E-47,4.87E-39,1.64E-51,4.75E-182,0,0,4.56E-107,0,0,2.24E-87,8.93E-99,2.67E-51,5.34E-52,2.23E-11,1.45E-07,0.002065335,0.99793452
130,8.04E-51,3.10E-41,6.64E-54,4.21E-184,0,0,5.99E-108,0,0,2.95E-88,1.17E-99,1.03E-51,1.35E-52,2.22E-11,1.45E-07,0.002067303,0.997932552
131,3.82E-54,1.97E-43,2.68E-56,3.73E-186,0,0,7.86E-109,0,0,3.89E-89,1.54E-100,3.98E-52,3.43E-53,2.21E-11,1.45E-07,0.002069273,0.997930582
132,1.81E-57,1.25E-45,1.08E-58,3.30E-188,0,0,1.03E-109,0,0,5.12E-90,2.01E-101,1.53E-52,8.71E-54,2.20E-11,1.45E-07,0.002071244,0.99792861
133,8.63E-61,7.97E-48,4.38E-61,2.92E-190,0,0,1.35E-110,0,0,6.74E-91,2.64E-102,5.92E-53,2.21E-54,2.19E-11,1.46E-07,0.002073218,0.997926637
134,4.11E-64,5.07E-50,1.77E-63,2.59E-192,0,0,1.78E-111,0,0,8.87E-92,3.46E-103,2.28E-53,5.60E-55,2.19E-11,1.46E-07,0.002075193,0.997924661
135,1.96E-67,3.23E-52,7.15E-66,2.29E-194,0,0,2.33E-112,0,0,1.17E-92,4.54E-104,8.81E-54,1.42E-55,2.18E-11,1.46E-07,0.00207717,0.997922684
136,9.34E-71,2.05E-54,2.89E-68,2.03E-196,0,0,3.06E-113,0,0,1.54E-93,5.96E-105,3.40E-54,3.60E-56,2.17E-11,1.46E-07,0.002079149,0.997920705
137,4.46E-74,1.31E-56,1.17E-70,1.79E-198,0,0,4.02E-114,0,0,2.02E-94,7.81E-106,1.31E-54,9.14E-57,2.16E-11,1.46E-07,0.00208113,0.997918724
138,2.13E-77,8.31E-59,4.72E-73,1.59E-200,0,0,5.28E-115,0,0,2.67E-95,1.02E-106,5.06E-55,2.32E-57,2.16E-11,1.46E-07,0.002083113,0.997916741
139,1.02E-80,5.29E-61,1.91E-75,1.41E-202,0,0,6.93E-116,0,0,3.51E-96,1.34E-107,1.95E-55,5.88E-58,2.15E-11,1.46E-07,0.002085098,0.997914756
140,4.88E-84,3.36E-63,7.70E-78,1.24E-204,0,0,9.10E-117,0,0,4.62E-97,1.76E-108,7.54E-56,1.49E-58,2.14E-11,1.46E-07,0.002087084,0.997912769
141,2.34E-87,2.14E-65,3.11E-80,1.10E-206,0,0,1.19E-117,0,0,6.08E-98,2.31E-109,2.91E-56,3.78E-59,2.13E-11,1.47E-07,0.002089073,0.99791078
142,6.20E-91,1.50E-67,9.26E-83,8.72E-209,0,0,1.30E-04,0,0,8.05E-99,3.01E-110,1.12E-56,9.56E-60,2.12E-11,1.46E-07,0.002087219,0.997782318
143,2.74E-94,9.63E-70,3.61E-85,7.61E-211,0,0,1.71E-05,0,0,1.06E-99,3.94E-111,4.32E-57,2.42E-60,2.12E-11,1.47E-07,0.00208925,0.997893511
144,1.30E-97,6.14E-72,1.45E-87,6.72E-213,0,0,2.24E-06,0,0,1.40E-100,5.16E-112,1.67E-57,6.15E-61,2.11E-11,1.47E-07,0.002091247,0.997906363
